account.id,total_deposited,total_borrowed,total_withdrawn,total_repaid,wallet_age,time_since_last_tx,liquidatee_count,liquidator_count,total_liquidated,liquidation_risk_ratio,credit_score
0xdbad4eb69c9beb3cc85bd094b53bff80f476c514,0.0,0.0,84392.4909898265,0.0,2090.2829976851854,2037.507511574074,0.0,0.0,0.0,0.0,76.05023663193676
0xdcb6db593c597d014b5df4a8c7cf4104c165f82b,0.0,0.0,19.906757846301108,0.0,2090.6415625,2036.5693287037036,0.0,0.0,0.0,0.0,76.04436186477751
0xff659461bb2f7353fdf9d93d452d607a015fc4d5,0.0,0.0,51.79856950148424,0.0,2090.102083333333,2037.3272569444443,0.0,0.0,0.0,0.0,76.0443074877369
0x171c4de8bc086e867f75e61c828a0c158e6a39f6,0.0,0.0,9.954748503136791,0.0,2089.963125,2037.1882986111111,0.0,0.0,0.0,0.0,76.0404270013486
0xe19c93c8b77ddf06c9dd8e77d867d19920336666,0.0,0.0,59.46219084189239,0.0,2089.7896875,2037.014861111111,0.0,0.0,0.0,0.0,76.03520735441329
0x2381d04faec28d5aad83eeb2de3675f3d73b84ba,0.0,0.0,19.999294784645866,0.0,2089.7036574074073,2036.9288310185186,0.0,0.0,0.0,0.0,76.03260326518215
0x75c2ef9f3896fbd1699b298c950f15ae1b5ca6cc,0.0,0.0,95.72340894645856,0.0,2089.988622685185,2036.1466782407408,0.0,0.0,0.0,0.0,76.02750566768864
0xf244e81c8ff170d80d70c66c82325a90f6b4f42e,0.0,0.0,69.80787637599711,0.0,2089.072777777778,2036.220949074074,0.0,0.0,0.0,0.0,76.01255264348238
0x8c842e95ffb3bd3b0a5c82d52f38f1b122781991,0.0,0.0,2463.0025742493144,0.0,2100.777210648148,2022.174351851852,0.0,0.0,0.0,0.0,76.00223085422061
0x8e3825c9751991a459c10f0382d4bef12642e9f2,0.0,0.0,100.24954366825835,0.0,2088.4866203703705,2035.7117939814814,0.0,0.0,0.0,0.0,75.99751403140934
0x607d2dd18c9782dd0c387b2fe8a69bbcfe0e3eb3,0.0,0.0,38.88023902544733,0.0,2101.690462962963,2019.3697569444444,0.0,0.0,0.0,0.0,75.98587719478263
0xa68e0b444e7f5242e48cea2447fce03cb7b8ad16,0.0,0.0,273.4887321663038,0.0,2087.8991087962963,2035.1233217592592,0.0,0.0,0.0,0.0,75.97935581171714
